latitude,longitude,api
3790357.600265268,-11416361.250105927,42003004350000
3791914.3395061726,-11416293.122577561,42003004390000
3790000.810265386,-11417624.837645922,42003004400000
3790797.8137953584,-11416483.256267836,42003004410000
3788473.3904183814,-11415851.295518603,42003004420000
3788263.0582270515,-11416855.61996454,42003004430000
3787553.691158557,-11415575.668459397,42003004440000
3789402.3689153637,-11416115.345350763,42003004490000
3789971.3413604144,-11417743.726862088,42003004570000
3789765.4557227823,-11416693.538785944,42003004580000
3791132.6553126527,-11416633.203621935,42003004600000
3787819.9126267857,-11416729.49498147,42003004610000
3821799.314441604,-11441094.103250885,42003005420000
3822584.1985846683,-11441802.540490294,42003005510000
3822718.491517379,-11441345.128702624,42003005520000
3823043.2808938557,-11441937.904991098,42003005530000
3823177.3151650545,-11441478.266813612,42003005540000
3821664.768077154,-11441551.403719064,42003005580000
3822264.5664007748,-11441217.556566175,42003005590000
3822127.508431348,-11441674.300436899,42003005650000
3823443.541261319,-11440574.575187352,42003006010000
3822982.200816888,-11440446.780411921,42003006020000
3823309.240136362,-11441031.986975022,42003006030000
3822847.9049047604,-11440904.192199592,42003006040000
3822039.6549720946,-11414262.766384982,42003006050000
3821874.238959503,-11414939.366250023,42003006060000
3821900.6209444017,-11414326.663772698,42003006100000
3814146.177374889,-11446871.918781526,42003006440000
3814602.561253958,-11446990.696678204,42003006450000
3815063.4449917804,-11447116.599022292,42003006460000
3815526.7196811615,-11447245.50699263,42003006470000
3814934.1162611684,-11447575.012685379,42003006480000
3791429.4814040326,-11417634.188483149,42003006860000
3791324.0915098665,-11418091.711590309,42003006870000
3815279.259671528,-11441206.090658622,42003007490000
3814691.0189631716,-11441533.703920027,42003008000000
3821483.1329003735,-11440473.608409202,42003008330000
3814236.0817699656,-11441404.016713254,42003009020000
3819760.176982404,-11442967.05368348,42003009210000
3819296.4736889247,-11442837.032518236,42003009220000
3819889.5581747703,-11442509.085298358,42003009230000
3819429.0150207314,-11442379.286772093,42003009240000
3819554.831740897,-11441944.584160546,42003009250000
3819687.244066127,-11441486.838414403,42003009270000
3820147.4015475605,-11441618.30673303,42003009280000
3790696.1132957167,-11439784.652080683,42003009510000
3821319.9669920434,-11444402.741156243,42003010760000
3821455.960411011,-11443945.997285519,42003010770000
3815140.1727925832,-11441656.489318373,42003010780000
3805169.568125935,-11428103.341314292,42003011340000
3828661.4840079625,-11417181.3407946,42003011730000
3819554.831740897,-11407983.901826277,42003012820000
3820019.3364422033,-11408112.364518654,42003012860000
3819094.3015466696,-11407866.348444,42003012890000
3818703.286898152,-11439728.10177936,42003013100000
3804983.3105933913,-11442279.767147323,42003013140000
3805250.18402754,-11441330.323210347,42003013150000
3804335.9104590113,-11441100.003183898,42003013160000
3815014.0072377557,-11442120.914233962,42003013390000
3814105.575612507,-11441862.096417869,42003013400000
3816277.700676381,-11442977.96299358,42003013620000
3816003.328706821,-11443910.041089991,42003013630000
3820472.912059657,-11446011.86439566,42003013640000
3819845.9034051383,-11446022.217108304,42003013650000
3820181.429376958,-11446596.625680795,42003013660000
3819520.673820479,-11445425.544637652,42003013670000
3820757.9389128755,-11446218.918648535,42003013680000
3819977.527638421,-11445568.033585867,42003013690000
3821843.899749237,-11446080.65984097,42003013700000
3819088.894511111,-11445297.972501202,42003013710000
3820440.4661226063,-11445689.705789305,42003013720000
3818624.6898894585,-11445179.63988249,42003013730000
3821384.7318501477,-11445945.517979147,42003013740000
3820903.2907297527,-11445811.489312232,42003013760000
3819129.6451567025,-11446794.440415936,42003013770000
3821255.9939042013,-11446404.488239687,42003013780000
3819389.714053885,-11445883.735661754,42003013790000
3821715.024923369,-11446539.51878202,42003013800000
3821588.525813175,-11446990.362719731,42003013810000
3818959.6539048515,-11445758.501234613,42003013820000
3821127.521155103,-11446862.011346849,42003013830000
3820647.2775139553,-11446726.869485024,42003013850000
3819722.9850958004,-11446467.161113003,42003013860000
3820517.360499236,-11447186.173704037,42003013870000
3818825.271538996,-11446213.018715521,42003013880000
3818350.395672267,-11446031.790584512,42003013900000
3821459.6537554334,-11447449.221660782,42003013910000
3819262.580272045,-11446336.805989284,42003013940000
3819261.657106399,-11446333.57772405,42003013960000
3819801.3255882054,-11446048.154549658,42003013970000
3819472.008844602,-11447386.660106957,42003014000000
3818583.149733871,-11447134.85541878,42003014020000
3818122.789021852,-11447004.388975572,42003014030000
3817986.174374887,-11447461.35548528,42003014040000
3818446.3979289276,-11447591.265331035,42003014050000
3818888.967799908,-11447717.056355631,42003014060000
3819355.2928439495,-11447848.85863273,42003014070000
3819224.2030177596,-11448306.827017853,42003014080000
3818311.0982686817,-11448042.331907729,42003014090000
3817851.5392739004,-11447909.19379674,42003014100000
3818177.778178696,-11448499.743695397,42003014110000
3818648.031564344,-11448635.99875213,42003014120000
3819092.5871204953,-11448764.795402976,42003014130000
3813978.102797113,-11442320.510080952,42003014150000
3818834.3709839615,-11439270.022074746,42003014170000
3805112.663111607,-11441790.184026815,42003014190000
3803920.091299911,-11440981.670565184,42003014200000
3814548.247755152,-11441986.662928065,42003014210000
3818249.778753916,-11439600.195684439,42003014220000
3804801.271034036,-11441221.341428861,42003014240000
3814152.768583141,-11443391.292262895,42003014250000
3818373.8686799584,-11439140.112228991,42003014270000
3814598.4745500376,-11443469.772503905,42003014300000
3814755.6159171322,-11443034.847253375,42003014310000
3814421.297509464,-11442452.757636016,42003014320000
3814289.602890531,-11442913.620327901,42003014330000
3823039.191289265,-11445428.10498594,42003015080000
3820075.521375282,-11443551.703649128,42003015500000
3821173.0272575733,-11444896.888375873,42003015510000
3820860.2917313576,-11444269.825684236,42003015520000
3820400.10666592,-11444138.357365608,42003015530000
3819939.5437422153,-11444008.558839343,42003015540000
3820536.0895650694,-11443681.613494884,42003015550000
3822438.298552189,-11445755.161649888,42003015560000
3822304.008784879,-11446214.799827376,42003015570000
3822578.1303740274,-11445299.308335092,42003015590000
3823679.297495847,-11446596.737000287,42003015600000
3820676.9541885373,-11439791.887847586,42003015610000
3820216.776217565,-11439660.642167939,42003015620000
3823815.5817724504,-11446139.881810071,42003015630000
3823547.6322734375,-11447054.928024393,42003015640000
3823218.343674242,-11446467.94034944,42003015650000
3822899.3540434656,-11445883.958300738,42003015660000
3822771.127373445,-11446343.03988077,42003015680000
3823499.2146677026,-11445556.567678314,42003015690000
3823418.738974674,-11447501.096543493,42003015700000
3823364.7809873056,-11446013.979465984,42003015710000
3823086.6835583216,-11446926.131373543,42003015720000
3823956.881060868,-11445681.802105457,42003015730000
3822638.1530285436,-11446800.78562691,42003015740000
3822177.107668054,-11446671.988976061,42003015750000
3823285.889309786,-11447966.078056535,42003015760000
3822957.0037275604,-11447377.30926973,42003015770000
3822507.554673448,-11447249.848452771,42003015780000
3822047.042024751,-11447119.159370579,42003015790000
3821913.9438690273,-11447576.905116722,42003015800000
3822377.3534992477,-11447707.482879423,42003015810000
3822824.1592235463,-11447833.162584528,42003015820000
3817662.4461216643,-11446874.033851853,42003015830000
3817202.121030224,-11446743.456089152,42003015840000
3815985.3978419984,-11447371.85461468,42003015850000
3816445.1484748535,-11447504.102169743,42003015860000
3817068.549651932,-11447200.088640386,42003015870000
3817521.4853292764,-11447329.219249707,42003015880000
3820579.8787636696,-11445212.03385431,42003015890000
3821036.905174094,-11445353.85488558,42003015900000
3820210.9729977204,-11443094.848458912,42003015910000
3820996.279892978,-11443812.970494019,42003015920000
3821068.561333515,-11441881.466009267,42003015930000
3820671.9421227435,-11443224.758304669,42003015940000
3820715.8637185288,-11444755.289983584,42003015950000
3820346.030484411,-11442637.770629715,42003015960000
3820473.307742364,-11442206.964200346,42003015970000
3820608.3682083776,-11441749.997690639,42003015980000
3820807.796232448,-11442767.903114453,42003015990000
3820590.826088515,-11445179.083285036,42003016010000
3818170.78913507,-11445028.022736028,42003016030000
3817449.093578803,-11445823.066539275,42003016040000
3816463.8711310313,-11444039.171699312,42003016050000
3816994.4465328706,-11442202.400101224,42003016060000
3817581.8780555166,-11445353.186968636,42003016070000
3816738.6492758878,-11443109.542631697,42003016090000
3817144.1036629835,-11441725.952680627,42003016100000
3816599.1497895853,-11443582.316509096,42003016130000
3816547.068642514,-11442062.91677926,42003016140000
3817709.785059803,-11444894.661986059,42003016150000
3817319.607065228,-11446281.591521852,42003016160000
3816676.8104549665,-11441604.503116172,42003016170000
3816414.5594098186,-11442520.55120591,42003016180000
3816874.5903294673,-11442651.685566064,42003016190000
3816138.4702849053,-11443453.185899775,42003016200000
3806511.9202208864,-11442070.597824125,42003016590000
3806632.0674403263,-11441783.83881584,42003016600000
3807090.535056946,-11441919.203316644,42003016610000
3807079.0731517244,-11442425.261721792,42003016620000
3818044.5914499154,-11438552.01135913,42003017320000
3817782.4421250904,-11439468.059448868,42003017520000
3817913.5160655347,-11439010.091063743,42003017530000
3805704.1196827027,-11441465.019794207,42003017680000
3806089.7019280074,-11441575.782687547,42003017690000
3805569.3598488015,-11441950.261454577,42003017700000
3806037.798433112,-11442086.293872325,42003017710000
3805887.2268819693,-11442545.932049809,42003017720000
3805771.302573249,-11442984.308204556,42003017730000
3805440.3975623036,-11442398.211085526,42003017740000
3787812.5467357915,-11420100.24916269,42003017780000
3788260.690531109,-11420216.689350061,42003017800000
3815856.0590951163,-11447830.379597258,42003017840000
3816318.9690882782,-11447962.961110793,42003017850000
3831535.8088726834,-11394232.939087057,42003017930000
3816110.3870794587,-11446929.136999795,42003018190000
3816584.6461561117,-11447065.169417545,42003018200000
3816932.2108178465,-11447644.253408652,42003018210000
3817391.866167892,-11447776.500963714,42003018220000
3814820.3450531545,-11441084.529774677,42003019530000
3812511.6703521945,-11447891.493997704,42003020380000
3813436.721048711,-11447666.294667829,42003020390000
3812959.8193125096,-11447523.13780267,42003020400000
3812528.14611837,-11447401.24296025,42003020410000
3813277.224423468,-11448061.03358218,42003020420000
3812859.2479461078,-11448138.06666981,42003020430000
3824414.960894674,-11417064.121370794,42003021060000
3803983.3127910662,-11428602.275272027,42003021080000
3818214.174019403,-11413262.115482243,42003021100000
3789511.9515630924,-11438922.259985508,42003021130000
3823932.7373659634,-11417864.619829088,42003021140000
3824779.2472391506,-11418082.583392061,42003021150000
3819331.4222549372,-11414568.338387208,42003021160000
3821059.1963775745,-11415572.328874674,42003022280000
3821118.0242513353,-11417106.868055258,42003022290000
3822924.023324857,-11414113.59826732,42003022300000
3823537.209938376,-11413786.65292286,42003022320000
3822983.3881156105,-11417603.241664706,42003022330000
3823236.681220928,-11416668.269261533,42003022340000
3822164.8397524795,-11416849.608712036,42003022350000
3823851.2032834166,-11414339.242875157,42003022360000
3824350.707272577,-11414494.08828685,42003022370000
3824036.0410603597,-11413783.424657626,42003022380000
3824458.7643844727,-11414037.6783746,42003022390000
3823654.6266467236,-11413246.085475566,42003022400000
3824115.9931951077,-11413376.217960304,42003022410000
3822543.1722643576,-11415474.924320228,42003022420000
3822466.5286176647,-11415949.36798999,42003022430000
3822901.3328609383,-11416070.594915465,42003022440000
3822769.6762564913,-11416556.615812268,42003022450000
3822288.179049786,-11416389.636576079,42003022460000
3821985.1756005236,-11415830.478773823,42003022470000
3818159.975905853,-11415233.917622663,42003022480000
3817492.343970574,-11414048.699004186,42003022490000
3823575.2053305255,-11417241.342000138,42003022510000
3818933.9378292565,-11412464.066052744,42003022520000
3816229.840045611,-11413204.118027538,42003022530000
3822761.8929958735,-11414545.183933126,42003022540000
3818685.0882157125,-11416881.446086403,42003022550000
3817757.38791453,-11416616.171739843,42003022560000
3818814.721466594,-11416417.689087758,42003022570000
3819153.515340802,-11417006.123916091,42003022580000
3819614.8391359197,-11417133.696052542,42003022590000
3820056.793034764,-11417269.951109271,42003022600000
3818477.2559616603,-11415823.576965393,42003022610000
3818011.2290672003,-11415698.23121876,42003022620000
3819072.2777830716,-11415492.958077738,42003022630000
3820531.209453526,-11417409.8797092,42003022640000
3821480.362886483,-11417664.02210668,42003022660000
3822409.277059438,-11417930.298328657,42003022670000
3821606.46512542,-11417211.397057114,42003022680000
3820672.33781207,-11416955.58486727,42003022700000
3816888.0394802843,-11414385.8857418,42003022710000
3817306.684863191,-11416498.06176011,42003022720000
3817222.6908919844,-11414978.884669255,42003022730000
3816837.8030239944,-11416359.357674582,42003022760000
3817357.582597324,-11414531.157677284,42003022770000
3817099.6678252616,-11415446.426530587,42003022780000
3817689.8736729007,-11415119.92646409,42003022790000
3816508.568295494,-11415773.483194537,42003022800000
3816377.5098285624,-11416236.460956747,42003022810000
3815920.134995898,-11416115.679309236,42003022820000
3819285.791317541,-11416548.934767403,42003022830000
3820165.0749041648,-11416792.279174278,42003022840000
3817813.4303006,-11414647.820503635,42003022850000
3818285.7792049246,-11414765.930483367,42003022860000
3820927.29637318,-11415989.220367694,42003022870000
3820413.296015782,-11415872.223582871,42003022880000
3819546.7868164447,-11415623.201881967,42003022890000
3818612.821258776,-11415364.495385364,42003022900000
3818739.420596518,-11414913.874086631,42003022910000
3819197.9588498627,-11415033.319900254,42003022920000
3820594.6510598133,-11415421.379645158,42003022930000
3820597.0251805475,-11413467.722581737,42003022940000
3820811.3574775597,-11414507.891903708,42003022950000
3820316.222743143,-11414316.867657509,42003022960000
3821180.5456738747,-11415074.730750829,42003022970000
3822648.706493636,-11416995.214605995,42003022980000
3820152.1496109325,-11413327.682662318,42003022990000
3819741.581024565,-11416686.748297006,42003023000000
3819661.3945322568,-11415159.22224434,42003023010000
3819796.445778152,-11414691.457744027,42003023020000
3819923.8490427397,-11414257.979646878,42003023030000
3820024.8757900065,-11413801.235776152,42003023040000
3819936.2465347247,-11415735.300609196,42003023050000
3820074.3343669083,-11415301.822512047,42003023060000
3820198.8390017385,-11414836.840999003,42003023070000
3815978.5419302336,-11414120.61139524,42003023080000
3821788.1021864084,-11414732.200677657,42003023090000
3815460.5364788948,-11415980.871405885,42003023100000
3822875.7401803606,-11412620.024659345,42003023110000
3821810.394798302,-11412786.447298082,42003023120000
3815840.6334668105,-11414596.2795794,42003023130000
3823325.3350830856,-11412652.195992185,42003023140000
3824573.8152833683,-11413553.772548119,42003023150000
3816048.024141861,-11415651.254393648,42003023160000
3815718.2838922334,-11415055.695117902,42003023170000
3817417.447050276,-11412532.750178564,42003023180000
3815588.6843673997,-11415520.676630944,42003023190000
3822325.774705051,-11414443.883196503,42003023200000
3821989.52866462,-11413874.372681605,42003023210000
3821368.507626507,-11414670.529679758,42003023230000
3821678.22264508,-11415178.92579421,42003023240000
3822204.1498922617,-11414898.40067741,42003023250000
3822365.0853770175,-11417948.77736413,42003023260000
3815518.9411582286,-11414009.737182409,42003023270000
3816355.491092917,-11412741.140265329,42003023280000
3815644.0573386406,-11413553.661228629,42003023290000
3815385.124991724,-11414465.479177717,42003023300000
3822681.422294965,-11415142.746959703,42003023310000
3823549.743127224,-11415319.07703312,42003023320000
3813542.9654405937,-11413969.662165724,42003023330000
3813208.8128891927,-11413356.737049416,42003023340000
3823377.445920777,-11418210.600806473,42003023350000
3814000.776248787,-11414084.43256073,42003023370000
3814252.032620636,-11413158.477036312,42003023380000
3815314.855626814,-11412942.628543666,42003023390000
3823426.3907384374,-11416265.849302318,42003023400000
3815263.1756081246,-11414929.792773815,42003023410000
3814670.717135738,-11415273.436041893,42003023420000
3814207.0802780334,-11415144.639391046,42003023430000
3813882.1365727237,-11414550.638588173,42003023440000
3814128.2493068962,-11413624.794383246,42003023450000
3814847.370560314,-11412819.731825829,42003023460000
3815125.8027716386,-11415394.440328386,42003023470000
3813749.1297190078,-11415022.744548628,42003023480000
3821416.2570309318,-11417618.715073926,42003023490000
3814393.086527564,-11412695.165315632,42003023500000
3813080.0315487604,-11413836.078776771,42003023510000
3815769.570360389,-11413075.098737707,42003023520000
3819833.2422330454,-11412782.773754885,42003023530000
3824245.949545429,-11412918.694853146,42003023540000
3822985.894635521,-11415734.41005327,42003023550000
3823711.0926229255,-11416775.69257015,42003023560000
3815895.7439230494,-11412637.835777871,42003023570000
3812955.2059284938,-11414290.3736187,42003023580000
3813419.321313065,-11414421.062700888,42003023590000
3813285.2651112983,-11414901.740262136,42003023600000
3812824.3183779526,-11414776.505834993,42003023610000
3814997.0006978237,-11415860.646355828,42003023620000
3814540.074386004,-11415740.866583735,42003023640000
3824234.7349820095,-11413036.248235421,42003023650000
3823625.73411313,-11413322.005368287,42003023660000
3824558.246403896,-11413632.030150147,42003023670000
3823999.6273951014,-11413907.32325088,42003023680000
3823328.7651565173,-11414223.47060473,42003023690000
3824371.0256288587,-11414616.873685196,42003023700000
3824119.0276926635,-11415255.068325914,42003023710000
3814078.288142198,-11415606.83791682,42003023730000
3813623.1107206955,-11415480.156336296,42003023740000
3823110.2978405156,-11413514.031489907,42003023750000
3822587.4965265333,-11413947.509587055,42003023760000
3823353.567255398,-11412647.186615098,42003023770000
3822807.933035336,-11412974.354598543,42003023780000
3822564.9386224537,-11412269.256943855,42003023790000
3822351.498116638,-11416003.91454048,42003023800000
3821592.483012078,-11415728.95539822,42003023810000
3821801.95262083,-11416355.572811896,42003023820000
3819390.769111699,-11412596.536246788,42003023830000
3824888.8915672014,-11412510.041002441,42003023840000
3821821.6070745178,-11412736.798805188,42003023850000
3821473.899523237,-11412225.174425503,42003023860000
3821248.2116345232,-11413023.446493981,42003023870000
3822738.2794058523,-11416674.948430983,42003023880000
3820684.2084980346,-11413366.421845114,42003023890000
3820898.674265421,-11412501.46940165,42003023900000
3822128.4318195027,-11416917.290962437,42003023920000
3823187.4733358123,-11411835.110929761,42003023930000
3820246.715601302,-11412909.010057444,42003023940000
3819741.0534800873,-11413110.609655272,42003023950000
3819933.7406576434,-11412298.645289425,42003023960000
3810051.237503499,-11410494.9355801,42003023970000
3819420.0470034396,-11412470.077305248,42003023980000
3820750.816455718,-11413016.544685552,42003023990000
3822641.58290367,-11411720.340534754,42003024000000
3821344.6329962043,-11412693.940801233,42003024010000
3820343.9201993844,-11412798.247164104,42003024020000
3819950.7542545153,-11412226.844217865,42003024030000
3820525.9336595135,-11411950.994519677,42003024040000
3823955.9575306517,-11412267.141873531,42003024050000
3810327.8444630923,-11409547.606713451,42003024060000
3821971.4568634965,-11411518.184339475,42003024070000
3821083.334236756,-11411371.910528572,42003024080000
3820205.829237043,-11411136.469805544,42003024090000
3819645.963969941,-11411653.214881806,42003024100000
3818836.612877267,-11412808.488557259,42003024110000
3819083.2237203605,-11411923.05332749,42003024120000
3818488.596968161,-11412267.030554041,42003024130000
3818151.4044506513,-11411656.999744494,42003024150000
3818730.9805987542,-11411396.289497055,42003024160000
3819322.718074177,-11410902.142277423,42003024180000
3809712.9660652154,-11409882.233102776,42003024190000
3818332.3294001385,-11410632.415151233,42003024200000
3817797.3428121773,-11411137.137722488,42003024210000
3817561.3075728575,-11412000.19773461,42003024220000
3819166.1757893763,-11413388.351784801,42003024230000
3818237.3830194375,-11413183.969199704,42003024240000
3817474.938306202,-11410272.630556988,42003024250000
3820951.9615627835,-11414097.234302172,42003024260000
3820699.112820519,-11415034.09913669,42003024270000
3816528.609556483,-11410010.027878208,42003024280000
3819820.317300434,-11414591.492841294,42003024290000
3817601.3936745017,-11413639.59987552,42003024310000
3818552.9507911815,-11413773.183264472,42003024320000
3820015.511655937,-11413856.561563078,42003024330000
3820383.751892403,-11414330.559954876,42003024340000
3819497.462316638,-11414002.278776526,42003024350000
3818895.56163522,-11414332.452386219,42003024360000
3823521.5104888934,-11417693.076493777,42003024370000
3820057.0568140005,-11415148.869531697,42003024380000
3818281.427496267,-11414726.189425154,42003024410000
3817213.988253823,-11411483.675297327,42003024420000
3816978.8875736,-11410208.510530291,42003024440000
3822139.6443956727,-11413335.697665656,42003024450000
3823700.802074561,-11414749.789157202,42003024460000
3822164.312100479,-11415500.527803112,42003024470000
3824099.765243057,-11413446.683197977,42003024490000
3818819.468998019,-11410771.564514723,42003024550000
3817956.7681454225,-11410525.771079052,42003024560000
3824673.957970325,-11415065.825191563,42003024590000
3825402.1618649275,-11415710.810321221,42003024620000
3824802.469058107,-11416111.449168585,42003024630000
3826047.6736283298,-11416962.152717227,42003024650000
3824600.5990813887,-11417020.706769384,42003024660000
3827660.6827183906,-11418419.770129673,42003024670000
3825979.0566479815,-11415384.644213196,42003024700000
3825859.241794162,-11415852.965310963,42003024710000
3825526.854269755,-11415236.589290442,42003024720000
3825013.7105296385,-11417172.435235338,42003024730000
3825222.9765526606,-11414664.518427255,42003024760000
3824476.4441519994,-11415973.07904153,42003024770000
3824275.107459852,-11416445.852918928,42003024790000
3824736.7619833043,-11414587.596659116,42003024820000
3824929.5301551926,-11414128.403759595,42003024830000
3825262.0329146856,-11416234.902483875,42003024840000
3818323.0984687586,-11412738.023319585,42003024850000
3825198.566391597,-11416716.136642575,42003024860000
3819257.5688022543,-11413047.268865012,42003024870000
3825718.1837850027,-11416375.276361765,42003024880000
3824700.4781117807,-11416490.9373127,42003024900000
3824022.0560887638,-11417397.189287247,42003024910000
3791320.9337745532,-11439533.181350982,42003024980000
3788816.5857737693,-11441259.190055732,42003025000000
3789834.3908390063,-11439946.733259277,42003025020000
3788358.1610679068,-11441135.29146248,42003025030000
3788651.498240242,-11440172.71182559,42003025080000
3789226.354709494,-11439832.408142235,42003025090000
3789119.2740896507,-11440273.789923228,42003025100000
3790115.3976346105,-11440121.616179315,42003025130000
3790219.724402533,-11418712.985668425,42003025210000
3788526.927719976,-11419307.32042977,42003025260000
3779555.60074126,-11419327.914535567,42003025430000
3799375.475048381,-11435795.184169633,42003025660000
3827675.33184539,-11416908.830681138,42003025720000
3827797.6725576515,-11416437.949235084,42003025760000
3828296.286685921,-11418037.832956763,42003025980000
3798046.563196036,-11427118.609098734,42003026070000
3798915.592153236,-11427367.185521675,42003026080000
3798263.255002173,-11427085.435890477,42003026090000
3798395.6943351543,-11426669.32363389,42003026100000
3798096.5889019975,-11426583.49630649,42003026110000
3799339.1366775343,-11427319.318140633,42003026120000
3798867.537848049,-11427223.138100589,42003026130000
3798977.207271211,-11426788.880767005,42003026140000
3799458.4217438325,-11426922.686794939,42003026150000
3799224.724195654,-11427397.35310368,42003026170000
3798726.535783366,-11427304.957926322,42003026180000
3810643.4662493,-11410121.236049509,42003026310000
3810975.1746474197,-11410745.961031841,42003026320000
3800518.8735898808,-11428202.415661097,42003026770000
3777086.9583759275,-11420397.138244636,42003026790000
3804166.3935819464,-11427716.283444801,42003026810000
3803596.2181220874,-11428073.062412797,42003026820000
3804761.359692908,-11427400.692688404,42003026830000
3804488.043040159,-11428320.636960318,42003026840000
3804684.962118569,-11427770.162078347,42003026850000
3827787.6424194607,-11417985.178837618,42003026990000
3824657.993137589,-11415791.294313064,42003027000000
3823095.654341564,-11417131.580982216,42003027010000
3827342.1016698256,-11417835.008844538,42003027020000
3826875.5951327477,-11417725.69310458,42003027030000
3826571.6829098733,-11417105.086943407,42003027040000
3825413.641428449,-11414208.219834493,42003027060000
3826318.3186985413,-11415959.609383143,42003027070000
3824489.1102702823,-11417523.202950826,42003027080000
3825515.506547033,-11413758.043813726,42003027090000
3826412.0100427554,-11417583.204156363,42003027100000
3826456.084818034,-11415527.355800394,42003027110000
3826192.562323593,-11416509.0823897,42003027120000
3825951.0821466534,-11417425.798396382,42003027130000
3826701.270236239,-11416620.847158456,42003027140000
3826012.177487086,-11418975.81098619,42003027150000
3825474.0742561114,-11417304.348831927,42003027160000
3824872.530616476,-11417622.277297633,42003027170000
3825376.0360030886,-11417762.539856032,42003027190000
3825827.44091807,-11417882.208308633,42003027200000
3826279.258863458,-11418041.061221996,42003027220000
3827208.416310794,-11418320.695782868,42003027240000
3825727.9482704955,-11418314.684530368,42003027260000
3827320.3265581024,-11416186.701144362,42003027280000
3827005.8456090135,-11419196.891494904,42003027310000
3827877.1221095305,-11417936.643539632,42003027350000
3824360.2067595012,-11416461.54896713,42003027360000
3828032.0634625726,-11413829.956204778,42003027370000
3827812.4538293756,-11414259.76075873,42003027380000
3827555.8957964005,-11418876.959278362,42003027400000
3827257.2449446707,-11414598.617288705,42003027420000
3827143.2237990755,-11415050.351782344,42003027430000
3827449.5261387154,-11415827.807106046,42003027440000
3824072.718705553,-11417477.784598583,42003027460000
3826132.6536688055,-11416350.89739328,42003027470000
3825374.716516639,-11416347.335169576,42003027480000
3824707.470994764,-11416622.405631328,42003027490000
3827105.2169938185,-11416724.151645912,42003027500000
3826573.266453189,-11417024.602951564,42003027510000
3826441.56915542,-11415608.17375071,42003027530000
3825455.7332562725,-11415391.991299588,42003027550000
3824866.3292942704,-11415790.96035459,42003027560000
3825026.6411102223,-11417269.505831309,42003027570000
3825900.8073829752,-11417406.540124474,42003027580000
3826830.3311173115,-11417664.02210668,42003027590000
3825848.2896156055,-11412132.556609161,42003027600000
3826233.8651624424,-11414773.722847722,42003027610000
3825788.778556826,-11414465.367858225,42003027620000
3825170.725674522,-11414816.024254225,42003027630000
3824943.6481387466,-11414055.489493126,42003027650000
3827786.454640498,-11412642.177238014,42003027670000
3825387.251643807,-11412615.683199205,42003027680000
3825195.3996716756,-11413179.961698037,42003027690000
3826814.231421636,-11414805.78286107,42003027710000
